epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_level_mae,learning_rate,epoch_seconds
1,1.116282862708682,0.35833333333333334,1.0930171966552735,0.35555555555555557,0.35555555555555557,0.313616697212389,0.7055555555555556,1.28e-05,69.38689670000167
2,1.0160306192579724,0.4845238095238095,0.9471178028318618,0.5333333333333333,0.5333333333333333,0.5238006449295541,0.49444444444444446,2.4599999999999998e-05,16.848198500010767
3,0.8753685525485447,0.5928571428571429,0.8410573191112942,0.6166666666666667,0.6166666666666667,0.6160431665779259,0.38333333333333336,3.6400000000000004e-05,16.35136169999896
4,0.7618131671633039,0.6797619047619048,0.8581515709559123,0.6277777777777778,0.6277777777777778,0.6100936100936102,0.3888888888888889,4.82e-05,17.145779900005437
5,0.7284777238255455,0.7273809523809524,0.8496952825122409,0.5833333333333334,0.5833333333333334,0.5795776566586437,0.4166666666666667,6e-05,16.990561800004798
6,0.6660539905230204,0.7583333333333333,0.91710647477044,0.6,0.6,0.6056336855427605,0.40555555555555556,5.992813948266481e-05,16.71468509999977
7,0.6261010272162301,0.7988095238095239,0.9554629537794325,0.6388888888888888,0.638888888888889,0.6284049971860117,0.37222222222222223,5.971290802787633e-05,16.47125970000343
8,0.5701774966149104,0.8345238095238096,0.8500065843264262,0.6888888888888889,0.6888888888888888,0.6782854361370717,0.31666666666666665,5.9355354221647264e-05,17.399035399997956
9,0.5632470596404303,0.8416666666666667,0.8826057116190592,0.6277777777777778,0.6277777777777778,0.6353272989636626,0.37777777777777777,5.885722003018041e-05,17.612352700001793
10,0.5014022900944665,0.8821428571428571,0.9005408498975965,0.6611111111111111,0.6611111111111111,0.6280175623241316,0.35,5.82209323131843e-05,17.77978529999382
11,0.44108192920684813,0.9166666666666666,1.3048281908035277,0.5722222222222222,0.5722222222222223,0.5375584315240487,0.4722222222222222,5.744959100045672e-05,17.76375490000646
12,0.47432455051512945,0.9023809523809524,1.1392203622394137,0.5555555555555556,0.5555555555555555,0.5508829574358693,0.4444444444444444,5.654695398933835e-05,17.911620400001993
13,0.41673516091846285,0.9321428571428572,0.997721693250868,0.6111111111111112,0.6111111111111112,0.6086223458208223,0.39444444444444443,5.5517418836614565e-05,17.643971899989992
14,0.3952568769454956,0.9476190476190476,1.085762776268853,0.5944444444444444,0.5944444444444444,0.6056943763950133,0.40555555555555556,5.436600133406095e-05,17.59804680000525
15,0.3786343038082123,0.955952380952381,0.9888055351045396,0.6333333333333333,0.6333333333333333,0.6325704513898552,0.36666666666666664,5.309831107200985e-05,17.856322300009197
16,0.3838277660665058,0.9535714285714286,0.8401884449852838,0.7,0.7000000000000001,0.6955989409831833,0.3111111111111111,5.172052410999021e-05,17.65601130000141
17,0.3621195719355629,0.9630952380952381,0.9332809951570299,0.6833333333333333,0.6833333333333335,0.6761406567858183,0.31666666666666665,5.0239352887586324e-05,17.636909099994227
18,0.3424000901835305,0.9761904761904762,1.0030908266703287,0.6777777777777778,0.6777777777777779,0.6796451528110211,0.3277777777777778,4.866201352210692e-05,18.707396800004062
19,0.36595576206843056,0.9547619047619048,0.9759221076965332,0.6888888888888889,0.688888888888889,0.6862574054637669,0.32222222222222224,4.6996190652387034e-05,18.163175499998033
20,0.3508431434631348,0.9773809523809524,1.053993778758579,0.7055555555555556,0.7055555555555556,0.6670202290555589,0.3,4.525e-05,17.908759400001145
21,0.3386456983430045,0.9761904761904762,1.0657805893156262,0.6666666666666666,0.6666666666666666,0.6622964301095385,0.3388888888888889,4.3431948830277786e-05,17.568610399990575
22,0.34135426793779644,0.9761904761904762,1.066925933625963,0.6666666666666666,0.6666666666666666,0.6546795670083342,0.35555555555555557,4.155089450576941e-05,17.79696839999815
23,0.3398547195252918,0.9797619047619047,1.1845726993348864,0.6333333333333333,0.6333333333333333,0.6066564260112647,0.37777777777777777,3.961600133406095e-05,17.62155619999976
24,0.32534259671256655,0.9833333333333333,1.0782670577367146,0.6555555555555556,0.6555555555555554,0.6650307708959126,0.34444444444444444,3.763669592019019e-05,17.936242499999935
