epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_level_mae,learning_rate,epoch_seconds
1,1.1521038498197282,0.3476190476190476,1.1137110948562623,0.31666666666666665,0.3166666666666667,0.277464981959364,0.8,6.800000000000001e-06,71.1154186000058
2,1.0566269624800908,0.44285714285714284,1.0503347317377727,0.4166666666666667,0.4166666666666667,0.4021887903076022,0.7277777777777777,1.2600000000000001e-05,25.995925099996384
3,0.9471559785661243,0.5630952380952381,0.9486664745542738,0.4666666666666667,0.46666666666666673,0.4431203931203931,0.5555555555555556,1.84e-05,25.26522489999479
4,0.8396864272299267,0.6357142857142857,0.8682550695207384,0.5722222222222222,0.5722222222222223,0.5776844070961719,0.43333333333333335,2.4200000000000002e-05,25.84816600001068
5,0.7444663518951052,0.6964285714285714,0.878993218474918,0.5722222222222222,0.5722222222222223,0.5635904499540864,0.4388888888888889,3e-05,25.31866719998652
6,0.7248625471478417,0.7095238095238096,0.9743121054437426,0.5222222222222223,0.5222222222222223,0.48982886176249324,0.5111111111111111,2.996467872876745e-05,23.93119509999815
7,0.6569543900943938,0.7892857142857143,0.8456582440270318,0.6111111111111112,0.6111111111111112,0.6066952712970413,0.39444444444444443,2.985888699675277e-05,25.463508599990746
8,0.6101957309813727,0.8214285714285714,0.9060931550131903,0.5777777777777777,0.5777777777777777,0.5786435786435786,0.42777777777777776,2.9683140210640184e-05,24.869047400003183
9,0.5891272800309317,0.8321428571428572,0.8142744223276774,0.6888888888888889,0.6888888888888888,0.6716021224360498,0.3333333333333333,2.9438294591105624e-05,26.243459799996344
10,0.4968980840274266,0.8940476190476191,0.8925523228115506,0.6,0.6,0.607155286992505,0.40555555555555556,2.912554300139567e-05,29.463692300007096
11,0.5201806613377162,0.8678571428571429,0.9684559583663941,0.5666666666666667,0.5666666666666668,0.5555249042145594,0.46111111111111114,2.874640913581771e-05,20.472238300004392
12,0.46211222694033666,0.9214285714285714,0.9618897914886475,0.6444444444444445,0.6444444444444445,0.6204236477794818,0.37222222222222223,2.8302740096454442e-05,20.06049429999257
13,0.43786319551013764,0.925,0.9148599333233304,0.6888888888888889,0.6888888888888888,0.6564363989457622,0.3277777777777778,2.7796697394268175e-05,20.662496899996768
14,0.4230820071129572,0.9297619047619048,1.0223275661468505,0.6222222222222222,0.6222222222222222,0.6057626434984925,0.3888888888888889,2.7230746418436738e-05,20.725236300000688
15,0.3997051823706854,0.95,0.9648548735512628,0.6611111111111111,0.6611111111111111,0.6618107111173367,0.35,2.660764442522518e-05,24.06569319999835
16,0.3811180211248852,0.955952380952381,0.9768192768096924,0.6611111111111111,0.6611111111111111,0.6481671781217299,0.35555555555555557,2.593042710491044e-05,23.569232399997418
17,0.3991420419443221,0.9464285714285714,0.9504330025778877,0.6833333333333333,0.6833333333333332,0.6826018267304166,0.3277777777777778,2.5202393792203446e-05,23.60206499999913
18,0.36320913235346475,0.969047619047619,1.1275930987464058,0.5611111111111111,0.561111111111111,0.5694570730031723,0.4444444444444444,2.4427091392222046e-05,23.951570399993216
19,0.35359832843144734,0.969047619047619,1.0237596564822726,0.6444444444444445,0.6444444444444445,0.6433675471751482,0.37222222222222223,2.360829710032583e-05,24.28012630000012
20,0.3712159031913394,0.9595238095238096,1.089421229892307,0.6611111111111111,0.6611111111111111,0.6485400539286564,0.36666666666666664,2.275e-05,23.71361709998746
21,0.3521761434418815,0.969047619047619,1.1005119800567627,0.6055555555555555,0.6055555555555556,0.6165865143595896,0.39444444444444443,2.1856381628441622e-05,23.958717800007435
22,0.3487988596870786,0.9738095238095238,1.1355552090538872,0.5777777777777777,0.5777777777777778,0.5566906816324806,0.4388888888888889,2.0931795604530726e-05,23.605124599998817
23,0.3403567782470158,0.9785714285714285,1.165629768371582,0.6277777777777778,0.6277777777777778,0.6140117024938202,0.37777777777777777,1.9980746418436738e-05,23.61739579999994
24,0.32003497765177774,0.986904761904762,1.062342627843221,0.6111111111111112,0.6111111111111112,0.6143676229112335,0.39444444444444443,1.9007867486195178e-05,23.801313999996637
25,0.3221258702732268,0.9833333333333333,1.2994261556201512,0.6055555555555555,0.6055555555555555,0.5904532849532312,0.40555555555555556,1.8017898576170493e-05,18.486162600005628
